,country,vaccine,year,pop_est,vac_coverage,fvp,protected_cohort,cumulative_protected,cases_averted,dalys_averted,deaths_averted,total_pop,percent_protected,daly_by_pop
0,AFG,Hib3,1980,414158.948326,0.0,0.0,0.0,,0.0,0.0,0.0,12052967.927,,0.0
1,AFG,Hib3,1981,339271.889776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10792486.075,0.0,0.0
2,AFG,Hib3,1982,328581.244096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10507256.51,0.0,0.0
3,AFG,Hib3,1983,345881.81912600005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10674293.142,0.0,0.0
4,AFG,Hib3,1984,359535.85476699995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10831757.23,0.0,0.0
5,AFG,Hib3,1985,351136.42573300004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10622005.211,0.0,0.0
6,AFG,Hib3,1986,340930.64717999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10333597.4479999,0.0,0.0
7,AFG,Hib3,1987,343410.346808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10226238.215,0.0,0.0
8,AFG,Hib3,1988,359864.668327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10344140.7989999,0.0,0.0
9,AFG,Hib3,1989,355958.639011999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10191793.694,0.0,0.0
10,AFG,Hib3,1990,352228.693076999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10006380.468,0.0,0.0
11,AFG,Hib3,1991,388470.35859099997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10395526.379,0.0,0.0
12,AFG,Hib3,1992,539739.684135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12278224.887,0.0,0.0
13,AFG,Hib3,1993,683208.5387050001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14309843.655,0.0,0.0
14,AFG,Hib3,1994,724270.906104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15042264.188,0.0,0.0
15,AFG,Hib3,1995,766211.338145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15749507.4019999,0.0,0.0
16,AFG,Hib3,1996,806232.4103209998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16520440.241,0.0,0.0
17,AFG,Hib3,1997,833534.5021619999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17209187.2079999,0.0,0.0
18,AFG,Hib3,1998,846162.2786839999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17783022.616,0.0,0.0
19,AFG,Hib3,1999,812363.13807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17803078.728,0.0,0.0
20,AFG,Hib3,2000,789970.744097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17928939.345,0.0,0.0
21,AFG,Hib3,2001,778991.36056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18266304.501,0.0,0.0
22,AFG,Hib3,2002,832362.751548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19458809.322,0.0,0.0
23,AFG,Hib3,2003,875991.0358429999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20767963.7,0.0,0.0
24,AFG,Hib3,2004,876475.0558859999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21430463.82,0.0,0.0
25,AFG,Hib3,2005,911602.830666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22589897.86,0.0,0.0
26,AFG,Hib3,2006,898861.732184999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23134035.79,0.0,0.0
27,AFG,Hib3,2007,891458.528121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23615664.46,0.0,0.0
28,AFG,Hib3,2008,917359.035091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24622253.82,0.0,0.0
29,AFG,Hib3,2009,926551.769206,0.463218114283365,429195.563317519,399151.8738852927,399151.8738852927,5959.205544787927,149342.24411637604,2157.751898022449,25375442.09,0.015729849059165402,0.0058853060997597
30,AFG,Hib3,2010,953830.897815999,0.477087461321977,455060.761569497,423206.5082596322,802400.7884506602,6318.3332851793075,158342.25968412243,2287.787446828073,26294224.22,0.030516237396360814,0.006021940725814744
31,AFG,Hib3,2011,993271.21332,0.495092447545509,491761.0760790962,457337.80075355945,859383.98360021,6827.902200641899,171112.44604456614,2472.295815644839,27388166.97,0.031377929911904946,0.006247677919884032
32,AFG,Hib3,2012,1027161.7639699901,0.510863859908806,524739.823492447,488008.03584797576,922478.9465638571,7285.798673118737,182587.6815031707,2638.0942555809866,28340362.4,0.032550005308466246,0.006442672783294074
33,AFG,Hib3,2013,1073761.6110099999,0.535910256506512,575439.8603832147,535159.0701563896,998766.7042119666,7989.748030435129,200229.19025392347,2892.9852893681395,29446553.6899999,0.033917948929662,0.006799749551741997
34,AFG,Hib3,2014,1109881.87611,0.531037755628289,589389.1805019692,548131.9378668313,1056533.0545154014,8183.428657408914,205082.97474864192,2963.114560345943,30389620.83,0.034766246687501084,0.006748454542946725
35,AFG,Hib3,2015,1126891.21419,0.519105980502396,584975.9686616354,544027.650855321,1064752.9918288107,8122.15300892374,203547.36017960496,2940.927433919824,30988594.36,0.034359512388957895,0.006568460570200738
36,AFG,Hib3,2016,1156619.26556,0.495361261804706,572944.3788154339,532838.2722983536,1049664.5406109085,7955.09928551175,199360.8662325782,2880.4394232185978,31776173.2,0.033033069589729847,0.006273910485626954
37,AFG,Hib3,2017,1203267.81582,0.618917334707891,744723.3095070998,692592.6778416028,1198789.0365250388,10340.179756388397,259132.80516668613,3744.0464718916455,32854766.58,0.0364875225518963,0.007887221007512211
38,AFG,Hib3,2018,1242823.3571000001,0.53549929856204,665531.0359635699,618943.86344612,1276906.9073956427,9240.62730072651,231577.18050865762,3345.9126299981085,33948445.43,0.03761311869282972,0.006821436963473282
39,AFG,Hib3,2019,1281140.02094999,0.546823301261761,700557.2156344353,651518.2105400249,1239514.880813839,9726.951535986467,243764.83742299676,3522.00439823797,35069100.59,0.03534492929560013,0.006950986290549653
40,AFG,Hib3,2020,1322684.86723,0.558174697850125,738289.2261170379,686608.9802888454,1305551.280301869,10250.845129727035,256894.01116593627,3711.6995493381387,36231730.8799999,0.0360333676750326,0.007090304683946057
41,AFG,Hib3,2021,1367277.7534699999,0.568702302826896,777574.007002374,723143.8265122079,1375422.357786611,10796.298307919562,270563.4845679618,3909.2011494560766,37443542.93,0.03673323222532486,0.0072259050131494
42,AFG,Hib3,2022,1412829.1593300002,0.579263379434468,818400.1933970543,761112.1798592606,1448098.815045858,11363.15327364934,284769.30311782507,4114.45206235279,38696150.51,0.037422296428985494,0.007359111936579685
43,AFG,Hib3,2023,1457839.2287700002,0.589681386205911,859660.6572864499,799484.4112763985,1522540.982142696,11936.038005471011,299126.23221302737,4321.886276216659,39993171.29,0.03807002378236997,0.00747943267724362
44,AFG,Hib3,2024,1501057.41146,0.600359223410364,901173.6618384968,838091.505509802,1597601.6962223805,12512.42916150994,313571.034978217,4530.5901213179795,41324726.53,0.03865970401673655,0.007587976045058101
45,AFG,Hib3,2025,1541774.06818,0.610827447690737,941757.9189821538,875834.864653403,1672021.794887715,13075.925038149882,327692.6721889584,4734.624751137236,42692793.62,0.039164028706344355,0.00767559684910023
46,AFG,Hib3,2026,1581374.40841,0.622137304280968,983832.0115071079,914963.7707016104,1747006.8921223432,13660.106672108523,342332.7102831737,4946.149428376569,44104172.0,0.03961092143669182,0.007761912190147765
47,AFG,Hib3,2027,1619718.73788,0.633096232268578,1025437.8302866445,953657.1821665794,1822872.7643331094,14237.786515884149,356809.808547674,5155.319890779293,45549735.5199999,0.04001939294538221,0.00783341120369418
48,AFG,Hib3,2028,1656462.87649,0.644170546958328,1067044.5971647284,992351.4753631975,1898325.7984214479,14815.479523621854,371287.2367111219,5364.495119683852,47023574.2699999,0.04036966198106599,0.007895768079628855
49,AFG,Hib3,2029,1690347.4589,0.655039207067771,1107243.8591468777,1029736.7890065963,1972470.6906016339,15373.629899289142,385274.91158322897,5566.594212159591,48528057.05,0.040645985240442134,0.007939219804045895
50,AFG,Hib3,2030,1722053.20511,0.665748854377637,1146454.9484793204,1066203.102085768,2044453.0516420344,15918.059900291273,398918.743383099,5763.725332939638,50070726.24,0.04083130414051758,0.007967105199772692
0,AFG,MCV2,1980,414158.948326,0.0,0.0,0.0,,0.0,0.0,0.0,12052967.927,,0.0
1,AFG,MCV2,1981,339271.889776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10792486.075,0.0,0.0
2,AFG,MCV2,1982,328581.244096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10507256.51,0.0,0.0
3,AFG,MCV2,1983,345881.81912600005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10674293.142,0.0,0.0
4,AFG,MCV2,1984,359535.85476699995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10831757.23,0.0,0.0
5,AFG,MCV2,1985,351136.42573300004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10622005.211,0.0,0.0
6,AFG,MCV2,1986,340930.64717999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10333597.4479999,0.0,0.0
7,AFG,MCV2,1987,343410.346808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10226238.215,0.0,0.0
8,AFG,MCV2,1988,359864.668327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10344140.7989999,0.0,0.0
9,AFG,MCV2,1989,355958.639011999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10191793.694,0.0,0.0
10,AFG,MCV2,1990,352228.693076999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10006380.468,0.0,0.0
11,AFG,MCV2,1991,388470.35859099997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10395526.379,0.0,0.0
12,AFG,MCV2,1992,539739.684135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12278224.887,0.0,0.0
13,AFG,MCV2,1993,683208.5387050001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14309843.655,0.0,0.0
14,AFG,MCV2,1994,724270.906104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15042264.188,0.0,0.0
15,AFG,MCV2,1995,766211.338145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15749507.4019999,0.0,0.0
16,AFG,MCV2,1996,806232.4103209998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16520440.241,0.0,0.0
17,AFG,MCV2,1997,833534.5021619999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17209187.2079999,0.0,0.0
18,AFG,MCV2,1998,846162.2786839999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17783022.616,0.0,0.0
19,AFG,MCV2,1999,812363.13807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17803078.728,0.0,0.0
20,AFG,MCV2,2000,789970.744097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17928939.345,0.0,0.0
21,AFG,MCV2,2001,778991.36056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18266304.501,0.0,0.0
22,AFG,MCV2,2002,832362.751548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19458809.322,0.0,0.0
23,AFG,MCV2,2003,875991.0358429999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20767963.7,0.0,0.0
24,AFG,MCV2,2004,876475.0558859999,0.0669125468803297,58647.17826641157,58060.70648374745,58060.70648374745,3765.749351588731,2878.3884709186204,42.43493084281116,21430463.82,0.0027092603767895234,0.0001343129339194405
25,AFG,MCV2,2005,911602.830666,0.134550105378414,122656.2569293708,121429.69436007709,176587.36551963718,7875.787610818681,6019.9376383933095,88.74953465948565,22589897.86,0.007817094464704109,0.0002664880414998614
26,AFG,MCV2,2006,898861.732184999,0.198434952728471,178365.58533556186,176581.92948220624,291940.1391242795,11452.89691981347,8754.137191500147,129.05874591390156,23134035.79,0.01261950754180447,0.0003784094254442298
27,AFG,MCV2,2007,891458.528121,0.252952496464868,225496.6601831037,223241.69358127264,390994.5265893686,14479.194514909517,11067.318259597043,163.1610499091176,23615664.46,0.0165565752872053,0.0004686431024772886
28,AFG,MCV2,2008,917359.035091,0.343223982865021,314859.62174114556,311711.0255237341,523790.63442594314,20217.21166237688,15453.229498281948,227.8207864167838,24622253.82,0.021273058033399118,0.000627612305975406
29,AFG,MCV2,2009,926551.769206,0.38094790064477,352967.9513177232,349438.27180454595,645563.7460520933,22664.15662435327,17323.57654210571,255.39456537629573,25375442.09,0.02544049257397956,0.0006826906298090711
30,AFG,MCV2,2010,953830.897815999,0.403334588776304,384712.9929327488,380865.86300342134,712832.22121774,24702.513343493247,18881.615044460286,278.364104326941,26294224.22,0.027109840368499755,0.0007180898316862488
31,AFG,MCV2,2011,993271.21332,0.413855550321282,411070.8046068361,406960.09656076774,768782.666414018,26394.954738884957,20175.249682715134,297.4356427814742,27388166.97,0.02806988387562098,0.0007366411087245951
32,AFG,MCV2,2012,1027161.7639699901,0.408874786758842,419980.54721006565,415780.74173796497,802392.8334706943,26967.05144366623,20612.537565032162,303.8824032629044,28340362.4,0.02831272311008607,0.0007273208886359252
33,AFG,MCV2,2013,1073761.6110099999,0.397338595219302,426646.9301191279,422380.46081793663,817372.1654690034,27395.101485617204,20939.7219288051,308.7059515746869,29446553.6899999,0.02775782096859044,0.0007111094272439855
34,AFG,MCV2,2014,1109881.87611,0.380091289317021,421856.4332802441,417637.8689474417,818899.3067244815,27087.502537158565,20704.605572339024,305.23972509849915,30389620.83,0.0269466773312315,0.0006813051629752442
35,AFG,MCV2,2015,1126891.21419,0.370017064339383,416968.9789044266,412799.28911538236,809555.2646154519,26773.677922050098,20464.730564822235,301.70334373172517,30988594.36,0.026124297708076227,0.0006603955741612487
36,AFG,MCV2,2016,1156619.26556,0.357947122337378,414008.5377471736,409868.4523697019,802027.777029315,26583.587286867278,20319.43287194499,299.5612779156756,31776173.2,0.025239910796725988,0.0006394550012065327
37,AFG,MCV2,2017,1203267.81582,0.449670296508917,541073.7955194162,535663.057564222,925038.0873154388,34742.47789694326,26555.763141143878,391.5010026471074,32854766.58,0.028155369330139943,0.0008082773340203678
38,AFG,MCV2,2018,1242823.3571000001,0.431246823853712,535963.6253605827,530603.9891069769,1039483.8937929878,34414.35264810829,26304.95730010578,387.803472370373,33948445.43,0.03061948435713652,0.0007748501283908652
39,AFG,MCV2,2019,1281140.02094999,0.460032360831718,589365.8683936206,583472.2097096844,1087545.9993613125,37843.32345317462,28925.925694684527,426.4433619088576,35069100.59,0.031011516721687112,0.0008248265626445176
40,AFG,MCV2,2020,1322684.86723,0.485688028704934,642412.2057627861,635988.0837051582,1190286.6829293584,41249.44147039043,31529.426330542283,464.8257312617267,36231730.8799999,0.03285205133786205,0.0008702158457449431
41,AFG,MCV2,2021,1367277.7534699999,0.508737319213312,695585.2189203275,688629.3667311242,1292818.0462510246,44663.69337029318,34139.14418161113,503.2997585336652,37443542.93,0.03452712924810357,0.0009117498374935732
42,AFG,MCV2,2022,1412829.1593300002,0.529921273678461,748688.2276022229,741201.3453262007,1395399.2437207687,48073.450266061634,36745.42623096593,541.7231331540945,38696150.51,0.036060414933525874,0.0009495886734643035
43,AFG,MCV2,2023,1457839.2287700002,0.549283931368974,800767.6628826988,792759.9862538718,1496901.2643137625,51417.48326876928,39301.47156024527,579.4058878881848,39993171.29,0.037428921389088536,0.0009827045541165253
44,AFG,MCV2,2024,1501057.41146,0.567574932401613,851962.5588403498,843442.9332519462,1596564.9201931246,54704.719789875526,41814.103926375254,616.4486226570975,41324726.53,0.038634615501546905,0.001011842241618223
45,AFG,MCV2,2025,1541774.06818,0.584288044100495,900840.1547417553,891831.7531943378,1693102.5397836869,57843.161919807455,44213.00379995025,651.8146447428849,42692793.62,0.03965780629990282,0.0010356081214427273
46,AFG,MCV2,2026,1581374.40841,0.600357585654667,949390.1218491049,939896.2206306139,1787136.3861652347,60960.566926466825,46595.82373632405,686.9436067410627,44104172.0,0.04052080121048945,0.0010564946947949514
47,AFG,MCV2,2027,1619718.73788,0.615338927443613,996675.9909274016,986709.2310181275,1879610.6406172107,63996.80389616409,48916.60206557382,721.1579141211153,45549735.5199999,0.04126501765947498,0.0010739162699220416
48,AFG,MCV2,2028,1656462.87649,0.629808264468329,1043254.009398383,1032821.4693043991,1970195.2387716202,66987.58960896695,51202.63926852467,754.8600469608682,47023574.2699999,0.04189803240942842,0.0010888717002780226
49,AFG,MCV2,2029,1690347.4589,0.64347775428789,1087700.9868192135,1076823.9769510212,2058004.3727902002,69841.54066595124,53384.08552317884,787.0202372509634,48528057.05,0.042408546681969424,0.0011000664104102813
50,AFG,MCV2,2030,1722053.20511,0.656386541240095,1130332.5471335729,1119029.221662237,2142011.999765707,72578.92335607394,55476.43157175936,817.8668588129264,50070726.24,0.04277972701052053,0.0011079613925679573
0,AFG,PCV3,1980,414158.948326,0.0,0.0,0.0,,0.0,0.0,0.0,12052967.927,,0.0
1,AFG,PCV3,1981,339271.889776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10792486.075,0.0,0.0
2,AFG,PCV3,1982,328581.244096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10507256.51,0.0,0.0
3,AFG,PCV3,1983,345881.81912600005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10674293.142,0.0,0.0
4,AFG,PCV3,1984,359535.85476699995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10831757.23,0.0,0.0
5,AFG,PCV3,1985,351136.42573300004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10622005.211,0.0,0.0
6,AFG,PCV3,1986,340930.64717999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10333597.4479999,0.0,0.0
7,AFG,PCV3,1987,343410.346808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10226238.215,0.0,0.0
8,AFG,PCV3,1988,359864.668327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10344140.7989999,0.0,0.0
9,AFG,PCV3,1989,355958.639011999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10191793.694,0.0,0.0
10,AFG,PCV3,1990,352228.693076999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10006380.468,0.0,0.0
11,AFG,PCV3,1991,388470.35859099997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10395526.379,0.0,0.0
12,AFG,PCV3,1992,539739.684135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12278224.887,0.0,0.0
13,AFG,PCV3,1993,683208.5387050001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14309843.655,0.0,0.0
14,AFG,PCV3,1994,724270.906104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15042264.188,0.0,0.0
15,AFG,PCV3,1995,766211.338145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15749507.4019999,0.0,0.0
16,AFG,PCV3,1996,806232.4103209998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16520440.241,0.0,0.0
17,AFG,PCV3,1997,833534.5021619999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17209187.2079999,0.0,0.0
18,AFG,PCV3,1998,846162.2786839999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17783022.616,0.0,0.0
19,AFG,PCV3,1999,812363.13807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17803078.728,0.0,0.0
20,AFG,PCV3,2000,789970.744097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17928939.345,0.0,0.0
21,AFG,PCV3,2001,778991.36056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18266304.501,0.0,0.0
22,AFG,PCV3,2002,832362.751548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19458809.322,0.0,0.0
23,AFG,PCV3,2003,875991.0358429999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20767963.7,0.0,0.0
24,AFG,PCV3,2004,876475.0558859999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21430463.82,0.0,0.0
25,AFG,PCV3,2005,911602.830666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22589897.86,0.0,0.0
26,AFG,PCV3,2006,898861.732184999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23134035.79,0.0,0.0
27,AFG,PCV3,2007,891458.528121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23615664.46,0.0,0.0
28,AFG,PCV3,2008,917359.035091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24622253.82,0.0,0.0
29,AFG,PCV3,2009,926551.769206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25375442.09,0.0,0.0
30,AFG,PCV3,2010,953830.897815999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26294224.22,0.0,0.0
31,AFG,PCV3,2011,993271.21332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27388166.97,0.0,0.0
32,AFG,PCV3,2012,1027161.7639699901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28340362.4,0.0,0.0
33,AFG,PCV3,2013,1073761.6110099999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29446553.6899999,0.0,0.0
34,AFG,PCV3,2014,1109881.87611,0.419340958477122,465418.9297243538,269942.97924012516,269942.97924012516,3787.3224580527585,92347.67593066329,1324.1114456092055,30389620.83,0.008882736008790314,0.0030387900016014546
35,AFG,PCV3,2015,1126891.21419,0.476826404719833,537331.4861725849,311652.26198009925,568098.0922582182,4372.50716511587,106616.44979029105,1528.7018328814113,30988594.36,0.018332489872193682,0.003440506160160375
36,AFG,PCV3,2016,1156619.26556,0.477145475273261,551875.6491758362,320087.876521985,616157.5254030793,4490.859538983467,109502.27923539432,1570.079807582218,31776173.2,0.01939055157853556,0.0034460499238276533
